  TIME                                    , SERIAL                                   , DATETIME 
6831.75,45942.66,2025-10-12 15:45
6832.00,45942.67,2025-10-12 16:00
6832.25,45942.68,2025-10-12 16:15
6832.50,45942.69,2025-10-12 16:30
6832.75,45942.70,2025-10-12 16:45
6833.00,45942.71,2025-10-12 17:00
6833.25,45942.72,2025-10-12 17:15
6833.50,45942.73,2025-10-12 17:30
6833.75,45942.74,2025-10-12 17:45
6834.00,45942.75,2025-10-12 18:00
6834.25,45942.76,2025-10-12 18:15
6834.50,45942.77,2025-10-12 18:30
6834.75,45942.78,2025-10-12 18:45
6835.00,45942.79,2025-10-12 19:00
6835.25,45942.80,2025-10-12 19:15
6835.50,45942.81,2025-10-12 19:30
6835.75,45942.82,2025-10-12 19:45
6836.00,45942.83,2025-10-12 20:00
6836.25,45942.84,2025-10-12 20:15
6836.50,45942.85,2025-10-12 20:30
6836.75,45942.86,2025-10-12 20:45
6837.00,45942.88,2025-10-12 21:00
6837.25,45942.89,2025-10-12 21:15
6837.50,45942.90,2025-10-12 21:30
6837.75,45942.91,2025-10-12 21:45
6838.00,45942.92,2025-10-12 22:00
6838.25,45942.93,2025-10-12 22:15
6838.50,45942.94,2025-10-12 22:30
6838.75,45942.95,2025-10-12 22:45
6839.00,45942.96,2025-10-12 23:00
6839.25,45942.97,2025-10-12 23:15
6839.50,45942.98,2025-10-12 23:30
6839.75,45942.99,2025-10-12 23:45
6840.00,45943.00,2025-10-13 0:00
6840.25,45943.01,2025-10-13 0:15
6840.50,45943.02,2025-10-13 0:30
6840.75,45943.03,2025-10-13 0:45
6841.00,45943.04,2025-10-13 1:00
6841.25,45943.05,2025-10-13 1:15
6841.50,45943.06,2025-10-13 1:30
6841.75,45943.07,2025-10-13 1:45
6842.00,45943.08,2025-10-13 2:00
6842.25,45943.09,2025-10-13 2:15
6842.50,45943.10,2025-10-13 2:30
6842.75,45943.11,2025-10-13 2:45
6843.00,45943.13,2025-10-13 3:00
6843.25,45943.14,2025-10-13 3:15
6843.50,45943.15,2025-10-13 3:30
6843.75,45943.16,2025-10-13 3:45
6844.00,45943.17,2025-10-13 4:00
6844.25,45943.18,2025-10-13 4:15
6844.50,45943.19,2025-10-13 4:30
6844.75,45943.20,2025-10-13 4:45
6845.00,45943.21,2025-10-13 5:00
6845.25,45943.22,2025-10-13 5:15
6845.50,45943.23,2025-10-13 5:30
6845.75,45943.24,2025-10-13 5:45
6846.00,45943.25,2025-10-13 6:00
6846.25,45943.26,2025-10-13 6:15
6846.50,45943.27,2025-10-13 6:30
6846.75,45943.28,2025-10-13 6:45
6847.00,45943.29,2025-10-13 7:00
6847.25,45943.30,2025-10-13 7:15
6847.50,45943.31,2025-10-13 7:30
6847.75,45943.32,2025-10-13 7:45
6848.00,45943.33,2025-10-13 8:00
6848.25,45943.34,2025-10-13 8:15
6848.50,45943.35,2025-10-13 8:30
6848.75,45943.36,2025-10-13 8:45
6849.00,45943.38,2025-10-13 9:00
6849.25,45943.39,2025-10-13 9:15
6849.50,45943.40,2025-10-13 9:30
6849.75,45943.41,2025-10-13 9:45
6850.00,45943.42,2025-10-13 10:00
6850.25,45943.43,2025-10-13 10:15
6850.50,45943.44,2025-10-13 10:30
6850.75,45943.45,2025-10-13 10:45
6851.00,45943.46,2025-10-13 11:00
6851.25,45943.47,2025-10-13 11:15
6851.50,45943.48,2025-10-13 11:30
6851.75,45943.49,2025-10-13 11:45
6852.00,45943.50,2025-10-13 12:00
6852.25,45943.51,2025-10-13 12:15
6852.50,45943.52,2025-10-13 12:30
6852.75,45943.53,2025-10-13 12:45
6853.00,45943.54,2025-10-13 13:00
6853.25,45943.55,2025-10-13 13:15
6853.50,45943.56,2025-10-13 13:30
6853.75,45943.57,2025-10-13 13:45
6854.00,45943.58,2025-10-13 14:00
6854.25,45943.59,2025-10-13 14:15
6854.50,45943.60,2025-10-13 14:30
6854.75,45943.61,2025-10-13 14:45
6855.00,45943.63,2025-10-13 15:00
6855.25,45943.64,2025-10-13 15:15
6855.50,45943.65,2025-10-13 15:30
6855.75,45943.66,2025-10-13 15:45
6856.00,45943.67,2025-10-13 16:00
6856.25,45943.68,2025-10-13 16:15
6856.50,45943.69,2025-10-13 16:30
6856.75,45943.70,2025-10-13 16:45
6857.00,45943.71,2025-10-13 17:00
6857.25,45943.72,2025-10-13 17:15
6857.50,45943.73,2025-10-13 17:30
6857.75,45943.74,2025-10-13 17:45
6858.00,45943.75,2025-10-13 18:00
6858.25,45943.76,2025-10-13 18:15
6858.50,45943.77,2025-10-13 18:30
6858.75,45943.78,2025-10-13 18:45
6859.00,45943.79,2025-10-13 19:00
6859.25,45943.80,2025-10-13 19:15
6859.50,45943.81,2025-10-13 19:30
6859.75,45943.82,2025-10-13 19:45
6860.00,45943.83,2025-10-13 20:00
6860.25,45943.84,2025-10-13 20:15
6860.50,45943.85,2025-10-13 20:30
6860.75,45943.86,2025-10-13 20:45
6861.00,45943.88,2025-10-13 21:00
6861.25,45943.89,2025-10-13 21:15
6861.50,45943.90,2025-10-13 21:30
6861.75,45943.91,2025-10-13 21:45
6862.00,45943.92,2025-10-13 22:00
6862.25,45943.93,2025-10-13 22:15
6862.50,45943.94,2025-10-13 22:30
6862.75,45943.95,2025-10-13 22:45
6863.00,45943.96,2025-10-13 23:00
6863.25,45943.97,2025-10-13 23:15
6863.50,45943.98,2025-10-13 23:30
6863.75,45943.99,2025-10-13 23:45
6864.00,45944.00,2025-10-14 0:00
6864.25,45944.01,2025-10-14 0:15
6864.50,45944.02,2025-10-14 0:30
6864.75,45944.03,2025-10-14 0:45
6865.00,45944.04,2025-10-14 1:00
6865.25,45944.05,2025-10-14 1:15
6865.50,45944.06,2025-10-14 1:30
6865.75,45944.07,2025-10-14 1:45
6866.00,45944.08,2025-10-14 2:00
6866.25,45944.09,2025-10-14 2:15
6866.50,45944.10,2025-10-14 2:30
6866.75,45944.11,2025-10-14 2:45
6867.00,45944.13,2025-10-14 3:00
6867.25,45944.14,2025-10-14 3:15
6867.50,45944.15,2025-10-14 3:30
6867.75,45944.16,2025-10-14 3:45
6868.00,45944.17,2025-10-14 4:00
6868.25,45944.18,2025-10-14 4:15
6868.50,45944.19,2025-10-14 4:30
6868.75,45944.20,2025-10-14 4:45
6869.00,45944.21,2025-10-14 5:00
6869.25,45944.22,2025-10-14 5:15
6869.50,45944.23,2025-10-14 5:30
6869.75,45944.24,2025-10-14 5:45
6870.00,45944.25,2025-10-14 6:00
6870.25,45944.26,2025-10-14 6:15
6870.50,45944.27,2025-10-14 6:30
6870.75,45944.28,2025-10-14 6:45
6871.00,45944.29,2025-10-14 7:00
6871.25,45944.30,2025-10-14 7:15
6871.50,45944.31,2025-10-14 7:30
6871.75,45944.32,2025-10-14 7:45
6872.00,45944.33,2025-10-14 8:00
6872.25,45944.34,2025-10-14 8:15
6872.50,45944.35,2025-10-14 8:30
6872.75,45944.36,2025-10-14 8:45
6873.00,45944.38,2025-10-14 9:00
6873.25,45944.39,2025-10-14 9:15
6873.50,45944.40,2025-10-14 9:30
6873.75,45944.41,2025-10-14 9:45
6874.00,45944.42,2025-10-14 10:00
6874.25,45944.43,2025-10-14 10:15
6874.50,45944.44,2025-10-14 10:30
6874.75,45944.45,2025-10-14 10:45
6875.00,45944.46,2025-10-14 11:00
6875.25,45944.47,2025-10-14 11:15
6875.50,45944.48,2025-10-14 11:30
6875.75,45944.49,2025-10-14 11:45
6876.00,45944.50,2025-10-14 12:00
6876.25,45944.51,2025-10-14 12:15
6876.50,45944.52,2025-10-14 12:30
6876.75,45944.53,2025-10-14 12:45
6877.00,45944.54,2025-10-14 13:00
6877.25,45944.55,2025-10-14 13:15
6877.50,45944.56,2025-10-14 13:30
6877.75,45944.57,2025-10-14 13:45
6878.00,45944.58,2025-10-14 14:00
6878.25,45944.59,2025-10-14 14:15
6878.50,45944.60,2025-10-14 14:30
6878.75,45944.61,2025-10-14 14:45
6879.00,45944.63,2025-10-14 15:00
6879.25,45944.64,2025-10-14 15:15
6879.50,45944.65,2025-10-14 15:30
6879.75,45944.66,2025-10-14 15:45
6880.00,45944.67,2025-10-14 16:00
6880.25,45944.68,2025-10-14 16:15
6880.50,45944.69,2025-10-14 16:30
6880.75,45944.70,2025-10-14 16:45
6881.00,45944.71,2025-10-14 17:00
6881.25,45944.72,2025-10-14 17:15
6881.50,45944.73,2025-10-14 17:30
6881.75,45944.74,2025-10-14 17:45
6882.00,45944.75,2025-10-14 18:00
6882.25,45944.76,2025-10-14 18:15
6882.50,45944.77,2025-10-14 18:30
6882.75,45944.78,2025-10-14 18:45
6883.00,45944.79,2025-10-14 19:00
6883.25,45944.80,2025-10-14 19:15
6883.50,45944.81,2025-10-14 19:30
6883.75,45944.82,2025-10-14 19:45
6884.00,45944.83,2025-10-14 20:00
6884.25,45944.84,2025-10-14 20:15
6884.50,45944.85,2025-10-14 20:30
6884.75,45944.86,2025-10-14 20:45
6885.00,45944.88,2025-10-14 21:00
6885.25,45944.89,2025-10-14 21:15
6885.50,45944.90,2025-10-14 21:30
6885.75,45944.91,2025-10-14 21:45
6886.00,45944.92,2025-10-14 22:00
6886.25,45944.93,2025-10-14 22:15
6886.50,45944.94,2025-10-14 22:30
6886.75,45944.95,2025-10-14 22:45
6887.00,45944.96,2025-10-14 23:00
6887.25,45944.97,2025-10-14 23:15
6887.50,45944.98,2025-10-14 23:30
6887.75,45944.99,2025-10-14 23:45
6888.00,45945.00,2025-10-15 0:00
6888.25,45945.01,2025-10-15 0:15
6888.50,45945.02,2025-10-15 0:30
6888.75,45945.03,2025-10-15 0:45
6889.00,45945.04,2025-10-15 1:00
6889.25,45945.05,2025-10-15 1:15
6889.50,45945.06,2025-10-15 1:30
6889.75,45945.07,2025-10-15 1:45
6890.00,45945.08,2025-10-15 2:00
6890.25,45945.09,2025-10-15 2:15
6890.50,45945.10,2025-10-15 2:30
6890.75,45945.11,2025-10-15 2:45
6891.00,45945.13,2025-10-15 3:00
6891.25,45945.14,2025-10-15 3:15
6891.50,45945.15,2025-10-15 3:30
6891.75,45945.16,2025-10-15 3:45
6892.00,45945.17,2025-10-15 4:00
6892.25,45945.18,2025-10-15 4:15
6892.50,45945.19,2025-10-15 4:30
6892.75,45945.20,2025-10-15 4:45
6893.00,45945.21,2025-10-15 5:00
6893.25,45945.22,2025-10-15 5:15
6893.50,45945.23,2025-10-15 5:30
6893.75,45945.24,2025-10-15 5:45
6894.00,45945.25,2025-10-15 6:00
6894.25,45945.26,2025-10-15 6:15
6894.50,45945.27,2025-10-15 6:30
6894.75,45945.28,2025-10-15 6:45
6895.00,45945.29,2025-10-15 7:00
6895.25,45945.30,2025-10-15 7:15
6895.50,45945.31,2025-10-15 7:30
6895.75,45945.32,2025-10-15 7:45
6896.00,45945.33,2025-10-15 8:00
6896.25,45945.34,2025-10-15 8:15
6896.50,45945.35,2025-10-15 8:30
6896.75,45945.36,2025-10-15 8:45
6897.00,45945.38,2025-10-15 9:00
6897.25,45945.39,2025-10-15 9:15
6897.50,45945.40,2025-10-15 9:30
6897.75,45945.41,2025-10-15 9:45
6898.00,45945.42,2025-10-15 10:00
6898.25,45945.43,2025-10-15 10:15
6898.50,45945.44,2025-10-15 10:30
6898.75,45945.45,2025-10-15 10:45
6899.00,45945.46,2025-10-15 11:00
6899.25,45945.47,2025-10-15 11:15
6899.50,45945.48,2025-10-15 11:30
6899.75,45945.49,2025-10-15 11:45
6900.00,45945.50,2025-10-15 12:00
6900.25,45945.51,2025-10-15 12:15
6900.50,45945.52,2025-10-15 12:30
6900.75,45945.53,2025-10-15 12:45
6901.00,45945.54,2025-10-15 13:00
6901.25,45945.55,2025-10-15 13:15
6901.50,45945.56,2025-10-15 13:30
6901.75,45945.57,2025-10-15 13:45
6902.00,45945.58,2025-10-15 14:00
6902.25,45945.59,2025-10-15 14:15
6902.50,45945.60,2025-10-15 14:30
6902.75,45945.61,2025-10-15 14:45
6903.00,45945.63,2025-10-15 15:00
6903.25,45945.64,2025-10-15 15:15
6903.50,45945.65,2025-10-15 15:30
6903.75,45945.66,2025-10-15 15:45
6904.00,45945.67,2025-10-15 16:00
6904.25,45945.68,2025-10-15 16:15
6904.50,45945.69,2025-10-15 16:30
6904.75,45945.70,2025-10-15 16:45
6905.00,45945.71,2025-10-15 17:00
6905.25,45945.72,2025-10-15 17:15
6905.50,45945.73,2025-10-15 17:30
6905.75,45945.74,2025-10-15 17:45
6906.00,45945.75,2025-10-15 18:00
6906.25,45945.76,2025-10-15 18:15
6906.50,45945.77,2025-10-15 18:30
6906.75,45945.78,2025-10-15 18:45
6907.00,45945.79,2025-10-15 19:00
6907.25,45945.80,2025-10-15 19:15
6907.50,45945.81,2025-10-15 19:30
6907.75,45945.82,2025-10-15 19:45
6908.00,45945.83,2025-10-15 20:00
6908.25,45945.84,2025-10-15 20:15
6908.50,45945.85,2025-10-15 20:30
6908.75,45945.86,2025-10-15 20:45
6909.00,45945.88,2025-10-15 21:00
6909.25,45945.89,2025-10-15 21:15
6909.50,45945.90,2025-10-15 21:30
6909.75,45945.91,2025-10-15 21:45
6910.00,45945.92,2025-10-15 22:00
6910.25,45945.93,2025-10-15 22:15
6910.50,45945.94,2025-10-15 22:30
6910.75,45945.95,2025-10-15 22:45
6911.00,45945.96,2025-10-15 23:00
6911.25,45945.97,2025-10-15 23:15
6911.50,45945.98,2025-10-15 23:30
6911.75,45945.99,2025-10-15 23:45
6912.00,45946.00,2025-10-16 0:00
6912.25,45946.01,2025-10-16 0:15
6912.50,45946.02,2025-10-16 0:30
6912.75,45946.03,2025-10-16 0:45
6913.00,45946.04,2025-10-16 1:00
6913.25,45946.05,2025-10-16 1:15
6913.50,45946.06,2025-10-16 1:30
6913.75,45946.07,2025-10-16 1:45
6914.00,45946.08,2025-10-16 2:00
6914.25,45946.09,2025-10-16 2:15
6914.50,45946.10,2025-10-16 2:30
6914.75,45946.11,2025-10-16 2:45
6915.00,45946.13,2025-10-16 3:00
6915.25,45946.14,2025-10-16 3:15
6915.50,45946.15,2025-10-16 3:30
6915.75,45946.16,2025-10-16 3:45
6916.00,45946.17,2025-10-16 4:00
6916.25,45946.18,2025-10-16 4:15
6916.50,45946.19,2025-10-16 4:30
6916.75,45946.20,2025-10-16 4:45
6917.00,45946.21,2025-10-16 5:00
6917.25,45946.22,2025-10-16 5:15
6917.50,45946.23,2025-10-16 5:30
6917.75,45946.24,2025-10-16 5:45
6918.00,45946.25,2025-10-16 6:00
6918.25,45946.26,2025-10-16 6:15
6918.50,45946.27,2025-10-16 6:30
6918.75,45946.28,2025-10-16 6:45
6919.00,45946.29,2025-10-16 7:00
6919.25,45946.30,2025-10-16 7:15
6919.50,45946.31,2025-10-16 7:30
6919.75,45946.32,2025-10-16 7:45
6920.00,45946.33,2025-10-16 8:00
6920.25,45946.34,2025-10-16 8:15
6920.50,45946.35,2025-10-16 8:30
6920.75,45946.36,2025-10-16 8:45
6921.00,45946.38,2025-10-16 9:00
6921.25,45946.39,2025-10-16 9:15
6921.50,45946.40,2025-10-16 9:30
6921.75,45946.41,2025-10-16 9:45
6922.00,45946.42,2025-10-16 10:00
6922.25,45946.43,2025-10-16 10:15
6922.50,45946.44,2025-10-16 10:30
6922.75,45946.45,2025-10-16 10:45
6923.00,45946.46,2025-10-16 11:00
6923.25,45946.47,2025-10-16 11:15
6923.50,45946.48,2025-10-16 11:30
6923.75,45946.49,2025-10-16 11:45
6924.00,45946.50,2025-10-16 12:00
6924.25,45946.51,2025-10-16 12:15
6924.50,45946.52,2025-10-16 12:30
6924.75,45946.53,2025-10-16 12:45
6925.00,45946.54,2025-10-16 13:00
6925.25,45946.55,2025-10-16 13:15
6925.50,45946.56,2025-10-16 13:30
6925.75,45946.57,2025-10-16 13:45
6926.00,45946.58,2025-10-16 14:00
6926.25,45946.59,2025-10-16 14:15
6926.50,45946.60,2025-10-16 14:30
6926.75,45946.61,2025-10-16 14:45
6927.00,45946.63,2025-10-16 15:00
6927.25,45946.64,2025-10-16 15:15
6927.50,45946.65,2025-10-16 15:30
6927.75,45946.66,2025-10-16 15:45
6928.00,45946.67,2025-10-16 16:00
6928.25,45946.68,2025-10-16 16:15
6928.50,45946.69,2025-10-16 16:30
6928.75,45946.70,2025-10-16 16:45
6929.00,45946.71,2025-10-16 17:00
6929.25,45946.72,2025-10-16 17:15
6929.50,45946.73,2025-10-16 17:30
6929.75,45946.74,2025-10-16 17:45
6930.00,45946.75,2025-10-16 18:00
6930.25,45946.76,2025-10-16 18:15
6930.50,45946.77,2025-10-16 18:30
6930.75,45946.78,2025-10-16 18:45
6931.00,45946.79,2025-10-16 19:00
6931.25,45946.80,2025-10-16 19:15
6931.50,45946.81,2025-10-16 19:30
6931.75,45946.82,2025-10-16 19:45
6932.00,45946.83,2025-10-16 20:00
6932.25,45946.84,2025-10-16 20:15
6932.50,45946.85,2025-10-16 20:30
6932.75,45946.86,2025-10-16 20:45
6933.00,45946.88,2025-10-16 21:00
6933.25,45946.89,2025-10-16 21:15
6933.50,45946.90,2025-10-16 21:30
6933.75,45946.91,2025-10-16 21:45
6934.00,45946.92,2025-10-16 22:00
6934.25,45946.93,2025-10-16 22:15
6934.50,45946.94,2025-10-16 22:30
6934.75,45946.95,2025-10-16 22:45
6935.00,45946.96,2025-10-16 23:00
6935.25,45946.97,2025-10-16 23:15
6935.50,45946.98,2025-10-16 23:30
6935.75,45946.99,2025-10-16 23:45
6936.00,45947.00,2025-10-17 0:00
6936.25,45947.01,2025-10-17 0:15
6936.50,45947.02,2025-10-17 0:30
6936.75,45947.03,2025-10-17 0:45
6937.00,45947.04,2025-10-17 1:00
6937.25,45947.05,2025-10-17 1:15
6937.50,45947.06,2025-10-17 1:30
6937.75,45947.07,2025-10-17 1:45
6938.00,45947.08,2025-10-17 2:00
6938.25,45947.09,2025-10-17 2:15
6938.50,45947.10,2025-10-17 2:30
6938.75,45947.11,2025-10-17 2:45
6939.00,45947.13,2025-10-17 3:00
6939.25,45947.14,2025-10-17 3:15
6939.50,45947.15,2025-10-17 3:30
6939.75,45947.16,2025-10-17 3:45
6940.00,45947.17,2025-10-17 4:00
6940.25,45947.18,2025-10-17 4:15
6940.50,45947.19,2025-10-17 4:30
6940.75,45947.20,2025-10-17 4:45
6941.00,45947.21,2025-10-17 5:00
6941.25,45947.22,2025-10-17 5:15
6941.50,45947.23,2025-10-17 5:30
6941.75,45947.24,2025-10-17 5:45
6942.00,45947.25,2025-10-17 6:00
6942.25,45947.26,2025-10-17 6:15
6942.50,45947.27,2025-10-17 6:30
6942.75,45947.28,2025-10-17 6:45
6943.00,45947.29,2025-10-17 7:00
6943.25,45947.30,2025-10-17 7:15
6943.50,45947.31,2025-10-17 7:30
6943.75,45947.32,2025-10-17 7:45
6944.00,45947.33,2025-10-17 8:00
6944.25,45947.34,2025-10-17 8:15
6944.50,45947.35,2025-10-17 8:30
6944.75,45947.36,2025-10-17 8:45
6945.00,45947.38,2025-10-17 9:00
6945.25,45947.39,2025-10-17 9:15
6945.50,45947.40,2025-10-17 9:30
6945.75,45947.41,2025-10-17 9:45
6946.00,45947.42,2025-10-17 10:00
6946.25,45947.43,2025-10-17 10:15
6946.50,45947.44,2025-10-17 10:30
6946.75,45947.45,2025-10-17 10:45
6947.00,45947.46,2025-10-17 11:00
6947.25,45947.47,2025-10-17 11:15
6947.50,45947.48,2025-10-17 11:30
6947.75,45947.49,2025-10-17 11:45
6948.00,45947.50,2025-10-17 12:00
6948.25,45947.51,2025-10-17 12:15
6948.50,45947.52,2025-10-17 12:30
6948.75,45947.53,2025-10-17 12:45
6949.00,45947.54,2025-10-17 13:00
6949.25,45947.55,2025-10-17 13:15
6949.50,45947.56,2025-10-17 13:30
6949.75,45947.57,2025-10-17 13:45
6950.00,45947.58,2025-10-17 14:00
6950.25,45947.59,2025-10-17 14:15
6950.50,45947.60,2025-10-17 14:30
6950.75,45947.61,2025-10-17 14:45
6951.00,45947.63,2025-10-17 15:00
6951.25,45947.64,2025-10-17 15:15
6951.50,45947.65,2025-10-17 15:30
6951.75,45947.66,2025-10-17 15:45
6952.00,45947.67,2025-10-17 16:00
6952.25,45947.68,2025-10-17 16:15
6952.50,45947.69,2025-10-17 16:30
6952.75,45947.70,2025-10-17 16:45
6953.00,45947.71,2025-10-17 17:00
6953.25,45947.72,2025-10-17 17:15
6953.50,45947.73,2025-10-17 17:30
6953.75,45947.74,2025-10-17 17:45
6954.00,45947.75,2025-10-17 18:00
6954.25,45947.76,2025-10-17 18:15
6954.50,45947.77,2025-10-17 18:30
6954.75,45947.78,2025-10-17 18:45
6955.00,45947.79,2025-10-17 19:00
6955.25,45947.80,2025-10-17 19:15
6955.50,45947.81,2025-10-17 19:30
6955.75,45947.82,2025-10-17 19:45
6956.00,45947.83,2025-10-17 20:00
6956.25,45947.84,2025-10-17 20:15
6956.50,45947.85,2025-10-17 20:30
6956.75,45947.86,2025-10-17 20:45
6957.00,45947.88,2025-10-17 21:00
6957.25,45947.89,2025-10-17 21:15
6957.50,45947.90,2025-10-17 21:30
6957.75,45947.91,2025-10-17 21:45
6958.00,45947.92,2025-10-17 22:00
6958.25,45947.93,2025-10-17 22:15
6958.50,45947.94,2025-10-17 22:30
6958.75,45947.95,2025-10-17 22:45
6959.00,45947.96,2025-10-17 23:00
6959.25,45947.97,2025-10-17 23:15
6959.50,45947.98,2025-10-17 23:30
6959.75,45947.99,2025-10-17 23:45
6960.00,45948.00,2025-10-18 0:00
6960.25,45948.01,2025-10-18 0:15
6960.50,45948.02,2025-10-18 0:30
6960.75,45948.03,2025-10-18 0:45
6961.00,45948.04,2025-10-18 1:00
6961.25,45948.05,2025-10-18 1:15
6961.50,45948.06,2025-10-18 1:30
6961.75,45948.07,2025-10-18 1:45
6962.00,45948.08,2025-10-18 2:00
6962.25,45948.09,2025-10-18 2:15
6962.50,45948.10,2025-10-18 2:30
6962.75,45948.11,2025-10-18 2:45
6963.00,45948.13,2025-10-18 3:00
6963.25,45948.14,2025-10-18 3:15
6963.50,45948.15,2025-10-18 3:30
6963.75,45948.16,2025-10-18 3:45
6964.00,45948.17,2025-10-18 4:00
6964.25,45948.18,2025-10-18 4:15
6964.50,45948.19,2025-10-18 4:30
6964.75,45948.20,2025-10-18 4:45
6965.00,45948.21,2025-10-18 5:00
6965.25,45948.22,2025-10-18 5:15
6965.50,45948.23,2025-10-18 5:30
6965.75,45948.24,2025-10-18 5:45
6966.00,45948.25,2025-10-18 6:00
6966.25,45948.26,2025-10-18 6:15
6966.50,45948.27,2025-10-18 6:30
6966.75,45948.28,2025-10-18 6:45
6967.00,45948.29,2025-10-18 7:00
6967.25,45948.30,2025-10-18 7:15
6967.50,45948.31,2025-10-18 7:30
6967.75,45948.32,2025-10-18 7:45
6968.00,45948.33,2025-10-18 8:00
6968.25,45948.34,2025-10-18 8:15
6968.50,45948.35,2025-10-18 8:30
6968.75,45948.36,2025-10-18 8:45
6969.00,45948.38,2025-10-18 9:00
6969.25,45948.39,2025-10-18 9:15
6969.50,45948.40,2025-10-18 9:30
6969.75,45948.41,2025-10-18 9:45
6970.00,45948.42,2025-10-18 10:00
6970.25,45948.43,2025-10-18 10:15
6970.50,45948.44,2025-10-18 10:30
6970.75,45948.45,2025-10-18 10:45
6971.00,45948.46,2025-10-18 11:00
6971.25,45948.47,2025-10-18 11:15
6971.50,45948.48,2025-10-18 11:30
6971.75,45948.49,2025-10-18 11:45
6972.00,45948.50,2025-10-18 12:00
6972.25,45948.51,2025-10-18 12:15
6972.50,45948.52,2025-10-18 12:30
6972.75,45948.53,2025-10-18 12:45
6973.00,45948.54,2025-10-18 13:00
6973.25,45948.55,2025-10-18 13:15
6973.50,45948.56,2025-10-18 13:30
6973.75,45948.57,2025-10-18 13:45
6974.00,45948.58,2025-10-18 14:00
6974.25,45948.59,2025-10-18 14:15
6974.50,45948.60,2025-10-18 14:30
6974.75,45948.61,2025-10-18 14:45
6975.00,45948.63,2025-10-18 15:00
6975.25,45948.64,2025-10-18 15:15
6975.50,45948.65,2025-10-18 15:30
6975.75,45948.66,2025-10-18 15:45
6976.00,45948.67,2025-10-18 16:00
6976.25,45948.68,2025-10-18 16:15
6976.50,45948.69,2025-10-18 16:30
6976.75,45948.70,2025-10-18 16:45
6977.00,45948.71,2025-10-18 17:00
6977.25,45948.72,2025-10-18 17:15
6977.50,45948.73,2025-10-18 17:30
6977.75,45948.74,2025-10-18 17:45
6978.00,45948.75,2025-10-18 18:00
6978.25,45948.76,2025-10-18 18:15
6978.50,45948.77,2025-10-18 18:30
6978.75,45948.78,2025-10-18 18:45
6979.00,45948.79,2025-10-18 19:00
6979.25,45948.80,2025-10-18 19:15
6979.50,45948.81,2025-10-18 19:30
6979.75,45948.82,2025-10-18 19:45
6980.00,45948.83,2025-10-18 20:00
6980.25,45948.84,2025-10-18 20:15
6980.50,45948.85,2025-10-18 20:30
6980.75,45948.86,2025-10-18 20:45
6981.00,45948.88,2025-10-18 21:00
6981.25,45948.89,2025-10-18 21:15
6981.50,45948.90,2025-10-18 21:30
6981.75,45948.91,2025-10-18 21:45
6982.00,45948.92,2025-10-18 22:00
6982.25,45948.93,2025-10-18 22:15
6982.50,45948.94,2025-10-18 22:30
6982.75,45948.95,2025-10-18 22:45
6983.00,45948.96,2025-10-18 23:00
6983.25,45948.97,2025-10-18 23:15
6983.50,45948.98,2025-10-18 23:30
6983.75,45948.99,2025-10-18 23:45
6984.00,45949.00,2025-10-19 0:00
6984.25,45949.01,2025-10-19 0:15
6984.50,45949.02,2025-10-19 0:30
6984.75,45949.03,2025-10-19 0:45
6985.00,45949.04,2025-10-19 1:00
6985.25,45949.05,2025-10-19 1:15
6985.50,45949.06,2025-10-19 1:30
6985.75,45949.07,2025-10-19 1:45
6986.00,45949.08,2025-10-19 2:00
6986.25,45949.09,2025-10-19 2:15
6986.50,45949.10,2025-10-19 2:30
6986.75,45949.11,2025-10-19 2:45
6987.00,45949.13,2025-10-19 3:00
6987.25,45949.14,2025-10-19 3:15
6987.50,45949.15,2025-10-19 3:30
6987.75,45949.16,2025-10-19 3:45
6988.00,45949.17,2025-10-19 4:00
6988.25,45949.18,2025-10-19 4:15
6988.50,45949.19,2025-10-19 4:30
6988.75,45949.20,2025-10-19 4:45
6989.00,45949.21,2025-10-19 5:00
6989.25,45949.22,2025-10-19 5:15
6989.50,45949.23,2025-10-19 5:30
6989.75,45949.24,2025-10-19 5:45
6990.00,45949.25,2025-10-19 6:00
6990.25,45949.26,2025-10-19 6:15
6990.50,45949.27,2025-10-19 6:30
6990.75,45949.28,2025-10-19 6:45
6991.00,45949.29,2025-10-19 7:00
6991.25,45949.30,2025-10-19 7:15
6991.50,45949.31,2025-10-19 7:30
6991.75,45949.32,2025-10-19 7:45
6992.00,45949.33,2025-10-19 8:00
6992.25,45949.34,2025-10-19 8:15
6992.50,45949.35,2025-10-19 8:30
6992.75,45949.36,2025-10-19 8:45
6993.00,45949.38,2025-10-19 9:00
6993.25,45949.39,2025-10-19 9:15
6993.50,45949.40,2025-10-19 9:30
6993.75,45949.41,2025-10-19 9:45
6994.00,45949.42,2025-10-19 10:00
6994.25,45949.43,2025-10-19 10:15
6994.50,45949.44,2025-10-19 10:30
6994.75,45949.45,2025-10-19 10:45
6995.00,45949.46,2025-10-19 11:00
6995.25,45949.47,2025-10-19 11:15
6995.50,45949.48,2025-10-19 11:30
6995.75,45949.49,2025-10-19 11:45
6996.00,45949.50,2025-10-19 12:00
6996.25,45949.51,2025-10-19 12:15
6996.50,45949.52,2025-10-19 12:30
6996.75,45949.53,2025-10-19 12:45
6997.00,45949.54,2025-10-19 13:00
6997.25,45949.55,2025-10-19 13:15
6997.50,45949.56,2025-10-19 13:30
6997.75,45949.57,2025-10-19 13:45
